date_found,title,company,source,location,salary,score,claude_compatibility,category,reason,url
2026-08-01,"SAP Business One Consultant (Cloud, Migration & KI) (m/w/d)",Cloudiax AG,arbeitnow,Gudow,,0.0,0.0,operations,Low async signal or live-work required; no salary listed.,https://www.arbeitnow.com/jobs/companies/cloudiax-ag/sap-business-one-consultant-cloud-migration-ki-gudow-191482
2026-08-01,Appiontment Setter/in,Annelie Grube,arbeitnow,Bad Lauchstädt,,0.5,0.0,other,Low async signal or live-work required; no salary listed.,https://www.arbeitnow.com/jobs/companies/annelie-grube/appiontment-setter-in-bad-lauchstadt-280399
2026-08-01,Senior Sales Engineer - Data & AI Security,Veeamsoftware,arbeitnow,Remote,,0.0,0.0,development,Low async signal or live-work required; no salary listed.,https://www.arbeitnow.com/jobs/companies/veeamsoftware/remote-senior-sales-engineer-data-ai-security-201142
2026-08-01,"Senior Account Executive, Enterprise",Veeamsoftware,arbeitnow,Remote,,0.0,0.0,other,Low async signal or live-work required; no salary listed.,https://www.arbeitnow.com/jobs/companies/veeamsoftware/remote-senior-account-executive-enterprise-389083
2026-07-31,Copywriting Lead,Affirm,greenhouse/affirm,Remote Canada,"$89,000 - $139,000",2.2,100.0,writing,High async/writing/coding signal; $89k salary.,https://job-boards.greenhouse.io/affirm/jobs/7819571003
2026-07-31,"Staff Software Engineer, Backend (Cost Engineering)",Affirm,greenhouse/affirm,Remote Canada,,1.8,96.0,development,High async/writing/coding signal; salary mentioned but unclear.,https://job-boards.greenhouse.io/affirm/jobs/7821440003
2026-07-31,Junior Data Analyst,HiredBuddy,remoteok,"California, California, United States",,2.2,96.0,development,High async/writing/coding signal; no salary listed.,https://remoteOK.com/remote-jobs/remote-junior-data-analyst-hiredbuddy-1135673
2026-07-31,"Manager, Software Engineering, Fullstack (Repayment UX Engineering)",Affirm,greenhouse/affirm,Remote Spain,$40,0.0,84.0,development,High async/writing/coding signal; $40k salary.,https://job-boards.greenhouse.io/affirm/jobs/7809765003
2026-07-31,"Manager, Software Engineering, Fullstack, (Repayment UX Engineering)",Affirm,greenhouse/affirm,Remote Poland,$40,0.0,84.0,development,High async/writing/coding signal; $40k salary.,https://job-boards.greenhouse.io/affirm/jobs/7809767003
2026-07-31,Healthcare Virtual Assistant Athena EMR Experience,Snapscale Philippines,remoteok,"Davao,",,1.0,62.0,data,Mixed async and real-time tasks; no salary listed.,https://remoteOK.com/remote-jobs/remote-healthcare-virtual-assistant-athena-emr-experience-snapscale-philippines-1135688
2026-07-31,Healthcare Virtual Assistant Registered Nurse,Snapscale,remoteok,"Davao, Davao, Davao Region, Philippines",,1.8,60.0,documentation,Mixed async and real-time tasks; salary mentioned but unclear.,https://remoteOK.com/remote-jobs/remote-healthcare-virtual-assistant-registered-nurse-snapscale-1135684
2026-07-31,"Senior Fullstack Engineer (f/m/d) - Berlin I Germany, EMEA I Remote",Hygraph,arbeitnow,Remote job,,0.0,56.0,development,Mixed async and real-time tasks; no salary listed.,https://www.arbeitnow.com/jobs/companies/hygraph/senior-fullstack-engineer-berlin-i-germany-emea-i-remote-362033
2026-07-31,Virtual Assistant,RippedBoxStation,remoteok,"Manila, Manila, National Capital Region, Philippines",,2.2,54.0,research,Mixed async and real-time tasks; no salary listed.,https://remoteOK.com/remote-jobs/remote-virtual-assistant-rippedboxstation-1135685
2026-07-31,Growth Marketer,CLANX,remoteok,Remote,"$2,500,000–$3,000,000/yr",0.8,48.0,writing,Low async signal or live-work required; no salary listed.,https://remoteOK.com/remote-jobs/remote-growth-marketer-clanx-1135656
2026-07-31,Project Administrator,Bavarian Capital,remoteok,"Valencia/ValÃ¨ncia, Valencia/ValÃ¨ncia, Comunidad Valenciana / Comunitat Valenciana, EspaÃ±a",,2.8,48.0,documentation,Low async signal or live-work required; salary mentioned but unclear.,https://remoteOK.com/remote-jobs/remote-project-administrator-bavarian-capital-1135720
2026-07-31,Software Engineer GO,Wakacje.pl,remoteok,Remote,,1.0,48.0,development,Low async signal or live-work required; no salary listed.,https://remoteOK.com/remote-jobs/remote-software-engineer-go-wakacje-pl-1135634
2026-07-31,Compliance Analyst II,Affirm,greenhouse/affirm,Remote Poland,,0.8,46.0,documentation,Low async signal or live-work required; salary mentioned but unclear.,https://job-boards.greenhouse.io/affirm/jobs/7812099003
2026-07-31,"Analytics Lead, Strategic Insights (Compliance)",Affirm,greenhouse/affirm,Remote US,"$145,000 - $205,000",2.2,38.0,development,Low async signal or live-work required; $145k salary.,https://job-boards.greenhouse.io/affirm/jobs/7814576003
2026-07-31,Reels Editor,Belle Muse Agency,remoteok,"Lisboa, Lisboa, Portugal",,0.0,36.0,other,Low async signal or live-work required; no salary listed.,https://remoteOK.com/remote-jobs/remote-reels-editor-belle-muse-agency-1135716
2026-07-31,Project Management Coordinator,Arabian Private Holdings,remoteok,"Ø¯Ø¨Ù, Ø¯Ø¨Ù Ø¯Ø¨Ù Ø§ÙØ¥Ù Ø§Ø±Ø§Øª Ø§ÙØ¹Ø±Ø¨ÙØ© Ø§ÙÙ ØªØ­Ø¯Ø©",,3.2,34.0,documentation,Low async signal or live-work required; no salary listed.,https://remoteOK.com/remote-jobs/remote-project-management-coordinator-arabian-private-holdings-1135692
2026-07-31,Copy Editor,MissionStaff,remoteok,"Pennsylvania, Pennsylvania, United States",,0.4,32.0,writing,Low async signal or live-work required; no salary listed; on-site/travel flags present.,https://remoteOK.com/remote-jobs/remote-copy-editor-missionstaff-1135668
2026-07-31,Senior Demand Generation Manager,TestGorilla,remoteok,Remote,"$70,000–$100,000/yr",2.0,30.0,support,Low async signal or live-work required; $70k salary.,https://remoteOK.com/remote-jobs/remote-senior-demand-generation-manager-testgorilla-1135606
2026-07-31,Customer Account Associate Albertsons,NestlÃ©,remoteok,"Seattle,","$58,000-$85,000",1.5,26.0,documentation,Low async signal or live-work required; $58k salary.,https://remoteOK.com/remote-jobs/remote-customer-account-associate-albertsons-nestle-1135671
2026-07-31,Legal Expert,Weekday AI,remoteok,Remote,$65 - $90,2.9,26.0,documentation,Low async signal or live-work required; $65k salary.,https://remoteOK.com/remote-jobs/remote-legal-expert-weekday-ai-1135616
2026-07-31,Become a Arabic Language Tutor In Person Flexible Hours Â£20 Â£40 hr,FindTutors,remoteok,"Preston, Preston, England, United Kingdom",,2.5,24.0,support,Low async signal or live-work required; salary mentioned but unclear.,https://remoteOK.com/remote-jobs/remote-become-a-arabic-language-tutor-in-person-flexible-hours-20-40-hr-findtutors-1135717
2026-07-31,Ecosystem Sales Manager: Scale,Gitlab,greenhouse/gitlab,Remote,,0.0,22.0,development,Low async signal or live-work required; no salary listed.,https://job-boards.greenhouse.io/gitlab/jobs/8640317002
2026-07-31,Senior Customer Success Architect - Singapore,Gitlab,greenhouse/gitlab,"Remote, Singapore",,0.0,22.0,development,Low async signal or live-work required; no salary listed.,https://job-boards.greenhouse.io/gitlab/jobs/8648304002
2026-07-31,Solutions Architect - France,Gitlab,greenhouse/gitlab,"Remote, France",,0.0,22.0,development,Low async signal or live-work required; no salary listed.,https://job-boards.greenhouse.io/gitlab/jobs/8656506002
2026-07-31,"Customer Enablement Manager (London, United Kingdom)",Figma,greenhouse/figma,"London, England",,0.0,18.0,support,Low async signal or live-work required; no salary listed.,https://boards.greenhouse.io/figma/jobs/6130557004?gh_jid=6130557004
2026-07-31,Patient Access and Intake Coordinator,Kindred,remoteok,"Philadelphia,",,0.8,18.0,documentation,Low async signal or live-work required; no salary listed.,https://remoteOK.com/remote-jobs/remote-patient-access-and-intake-coordinator-kindred-1135670
2026-07-31,Marketing Manager (all genders),Lumiform,arbeitnow,Berlin,,0.0,18.0,development,Low async signal or live-work required; no salary listed.,https://www.arbeitnow.com/jobs/companies/lumiform/marketing-manager-all-genders-berlin-465443
2026-07-31,Werkstudent:in (m/w/d) im Content Marketing bei ContractHero,ContractHero GmbH,arbeitnow,Berlin,,0.0,12.0,writing,Low async signal or live-work required; no salary listed.,https://www.arbeitnow.com/jobs/companies/contracthero-gmbh/werkstudentin-im-content-marketing-bei-contracthero-berlin-143779
2026-07-31,Sr Product Manager,dataiku,arbeitnow,Remote,,1.0,12.0,writing,Low async signal or live-work required; no salary listed; on-site/travel flags present.,https://www.arbeitnow.com/jobs/companies/dataiku/remote-sr-product-manager-127234
2026-07-31,Ecology and Society,Section on Emergency and Crisis Management (SECM),remoteok,"Society,",,0.0,10.0,research,Low async signal or live-work required; no salary listed.,https://remoteOK.com/remote-jobs/remote-ecology-and-society-section-on-emergency-and-crisis-management-secm-1135655
2026-07-31,Lean Practitioner,KaizenworldAI,remoteok,"Sydney,",,0.0,10.0,other,Low async signal or live-work required; no salary listed.,https://remoteOK.com/remote-jobs/remote-lean-practitioner-kaizenworldai-1135629
2026-07-31,Continuous Improvement Lead,KaizenworldAI,remoteok,"Adelaide Lead,",,0.0,10.0,other,Low async signal or live-work required; no salary listed.,https://remoteOK.com/remote-jobs/remote-continuous-improvement-lead-kaizenworldai-1135630
2026-07-31,"Director, Enterprise Sales (London, United Kingdom)",Figma,greenhouse/figma,"London, England",,0.0,8.0,development,Low async signal or live-work required; no salary listed.,https://boards.greenhouse.io/figma/jobs/6130524004?gh_jid=6130524004
2026-07-31,Traveler Care Specialist Luxury Travel,Zicasso,remoteok,Remote,,2.0,8.0,other,Low async signal or live-work required; no salary listed.,https://remoteOK.com/remote-jobs/remote-traveler-care-specialist-luxury-travel-zicasso-1135640
2026-07-31,Ship to Shore Technician,Carnival Corporation,remoteok,"East Grand Bahama,",,1.0,8.0,support,Low async signal or live-work required; no salary listed.,https://remoteOK.com/remote-jobs/remote-ship-to-shore-technician-carnival-corporation-1135651
2026-07-31,Political,PowerPlay,remoteok,"Naobaricha,",,0.0,8.0,other,Low async signal or live-work required; no salary listed.,https://remoteOK.com/remote-jobs/remote-political-powerplay-1135622
2026-07-31,Product Manager Â· New York Chicago Charlotte,Oula,remoteok,"New York, New York, New York, United States","$110,000",2.5,8.0,development,Low async signal or live-work required; $110k salary.,https://remoteOK.com/remote-jobs/remote-product-manager-new-york-chicago-charlotte-oula-1135672
2026-07-31,Working Student (f/m/d) - Marketing DACH & Benelux,Instagrid,arbeitnow,Remote job,,0.5,8.0,writing,Low async signal or live-work required; no salary listed.,https://www.arbeitnow.com/jobs/companies/instagrid/remote-working-student-marketing-dach-benelux-ludwigsburg-634
2026-07-31,Founders Associate (m/w/d),The Marketplace Guys UG (haftungsbeschränkt),arbeitnow,Bielefeld,,0.0,8.0,other,Low async signal or live-work required; no salary listed.,https://www.arbeitnow.com/jobs/companies/the-marketplace-guys-ug-haftungsbeschrankt/founders-associate-bielefeld-249728
2026-07-31,Senior Consultant (m/w/d) BI & Konsolidierung,ANGEHEUERT GmbH,arbeitnow,Homeoffice,,0.5,8.0,other,Low async signal or live-work required; no salary listed.,https://www.arbeitnow.com/jobs/companies/angeheuert-gmbh/remote-senior-consultant-bi-konsolidierung-stuttgart-127601
2026-07-31,Senior Consultant (m/w/d) Finance Solutions,ANGEHEUERT GmbH,arbeitnow,Homeoffice,,0.5,8.0,other,Low async signal or live-work required; no salary listed.,https://www.arbeitnow.com/jobs/companies/angeheuert-gmbh/remote-senior-consultant-finance-solutions-baden-wurttemberg-286924
2026-07-31,Senior Business Analyst & Finance Manager (m/w/d),Start To Finish Consulting GmbH,arbeitnow,Hamburg,,0.0,8.0,data,Low async signal or live-work required; no salary listed.,https://www.arbeitnow.com/jobs/companies/start-to-finish-consulting-gmbh/senior-business-analyst-finance-manager-hamburg-259919
2026-07-31,Enterprise Sales Development Representative,Greenhouse,greenhouse/greenhouse,Anywhere in the United States,"$64,400",0.8,0.0,research,Low async signal or live-work required; $64k salary.,https://job-boards.greenhouse.io/greenhouse/jobs/8089537?gh_jid=8089537
2026-07-31,Business Partner Analyst,Stripe,greenhouse/stripe,"US-SF, US-Seattle, US-NYC, US-Chicago, US-Georgia or US-Remote",,1.0,0.0,development,Low async signal or live-work required; no salary listed.,https://stripe.com/jobs/search?gh_jid=8079783
2026-07-31,"Partnerships Development Manager, Link - Payments Partnerships",Stripe,greenhouse/stripe,US-NYC; US-San Francisco; US-Seattle; US-Remote; US- Chicago; US-Atlanta; Canada-Toronto; Canada-Remote,,0.0,0.0,development,Low async signal or live-work required; no salary listed.,https://stripe.com/jobs/search?gh_jid=8090126
2026-07-31,"Product Marketing Manager, Startup Segment",Stripe,greenhouse/stripe,"San Francisco, Seattle, NYC, Chicago, Remote in the US, Toronto",,0.0,0.0,other,Low async signal or live-work required; no salary listed.,https://stripe.com/jobs/search?gh_jid=8097731
2026-07-31,"Specialist Solutions Architect, Tax",Stripe,greenhouse/stripe,"Chicago, Atlanta, Remote",,0.0,0.0,development,Low async signal or live-work required; no salary listed.,https://stripe.com/jobs/search?gh_jid=8090244
2026-07-31,"Admissions Advisor, MasterClass Executive (Temporary)",Masterclass,greenhouse/masterclass,Remote,$28/hour,0.0,0.0,support,Low async signal or live-work required; $28k salary.,https://job-boards.greenhouse.io/masterclass/jobs/8084169
2026-07-31,Trafic,Filmtheater Cinecenter,remoteok,"Namkum,",,0.0,0.0,other,Low async signal or live-work required; no salary listed.,https://remoteOK.com/remote-jobs/remote-trafic-filmtheater-cinecenter-1135731
2026-07-31,Other,Atoms Space,remoteok,"Content,",,0.0,0.0,other,Low async signal or live-work required; no salary listed.,https://remoteOK.com/remote-jobs/remote-other-atoms-amp-space-1135667
2026-07-31,READ MORE,Lancashire Careers Hub,remoteok,"Resource,",,0.0,0.0,other,Low async signal or live-work required; no salary listed.,https://remoteOK.com/remote-jobs/remote-read-more-lancashire-careers-hub-1135652
2026-07-31,At Office,Pioneer Navigation Global,remoteok,"Landry Office,",,0.0,0.0,other,Low async signal or live-work required; no salary listed.,https://remoteOK.com/remote-jobs/remote-at-office-pioneer-navigation-global-1135665
2026-07-31,Technical Grower,Driscoll's EMEA,remoteok,"Vijayawada East,",,0.0,0.0,other,Low async signal or live-work required; no salary listed.,https://remoteOK.com/remote-jobs/remote-technical-grower-driscolls-emea-1135644
2026-07-31,Human Resources Specialist,Harvey Nash,remoteok,"California, California, United States",$25,0.5,0.0,support,Low async signal or live-work required; $25k salary.,https://remoteOK.com/remote-jobs/remote-human-resources-specialist-harvey-nash-1135675
2026-07-31,Postuler chez nous,Jubin FrÃ¨res,remoteok,"Chez Nous,",,0.0,0.0,other,Low async signal or live-work required; no salary listed.,https://remoteOK.com/remote-jobs/remote-postuler-chez-nous-jubin-freres-1135632
2026-07-31,HR Generalist 1,TALENT Software Services,remoteok,"California, California, United States",,0.0,0.0,other,Low async signal or live-work required; salary mentioned but unclear.,https://remoteOK.com/remote-jobs/remote-hr-generalist-1-talent-software-services-1135696
